Date,Open,High,Low,Close,Volume,SPXHLC3,VIXHLC3,VVIXHLC3
2/22/2007,1457.29,1461.57,1450.51,1456.38,1950770000,1456.153333,10.23666667,66.05
2/23/2007,1456.22,1456.22,1448.36,1451.19,2579950000,1451.923333,10.54666667,70.71
2/26/2007,1451.04,1456.95,1445.48,1449.37,2822170000,1450.6,11.03666667,70.33
2/27/2007,1449.25,1449.25,1389.42,1399.04,4065230000,1412.57,16.47333333,110.42
2/28/2007,1398.64,1415.89,1396.65,1406.82,3925250000,1406.453333,15.73666667,91.64
3/1/2007,1406.8,1409.46,1380.87,1403.17,3874910000,1397.833333,16.86,99.47
3/2/2007,1403.16,1403.4,1386.87,1387.17,3312260000,1392.48,17.76,104.17
3/5/2007,1387.11,1391.86,1373.97,1374.12,3480520000,1379.983333,19.39,101.2
3/6/2007,1374.06,1397.9,1374.06,1395.41,3358160000,1389.123333,16.68666667,93.65
3/7/2007,1395.02,1401.16,1390.64,1391.97,3141350000,1394.59,15.34333333,94.41
3/8/2007,1391.88,1407.93,1391.88,1401.89,3014850000,1400.566667,14.15666667,93.97
3/9/2007,1401.89,1410.15,1397.3,1402.84,2623050000,1403.43,14.12666667,91.82
3/12/2007,1402.8,1409.34,1398.4,1406.6,2664000000,1404.78,14.23666667,90.02
3/13/2007,1406.23,1406.23,1377.71,1377.95,3485570000,1387.296667,17.05,94.53
3/14/2007,1377.86,1388.09,1363.98,1387.17,3758350000,1379.746667,18.42333333,98.08
3/15/2007,1387.11,1395.73,1385.16,1392.28,2821900000,1391.056667,16.20333333,99.55
3/16/2007,1392.28,1397.51,1383.63,1386.95,3393640000,1389.363333,16.59666667,102.74
3/19/2007,1386.95,1403.2,1386.95,1402.06,2777180000,1397.403333,14.99666667,93.9
3/20/2007,1402.04,1411.53,1400.7,1410.94,2795940000,1407.723333,13.89333333,89.55
3/21/2007,1410.92,1437.77,1409.75,1435.04,3184770000,1427.52,12.35666667,94.13
3/22/2007,1435.04,1437.66,1429.88,1434.54,3129970000,1434.026667,12.64,95.52
3/23/2007,1434.54,1438.89,1433.21,1436.11,2619020000,1436.07,12.86333333,96.37
3/26/2007,1436.11,1437.65,1423.28,1437.5,2754660000,1432.81,13.59,95.95
3/27/2007,1437.49,1437.49,1425.54,1428.61,2673040000,1430.546667,13.57666667,101
3/28/2007,1428.35,1428.35,1414.07,1417.23,3000440000,1419.883333,14.90333333,104.79
3/29/2007,1417.17,1426.24,1413.27,1422.53,2854710000,1420.68,15.17666667,102.31
3/30/2007,1422.52,1429.22,1408.9,1420.86,2903960000,1419.66,14.86666667,99.78
4/2/2007,1420.83,1425.49,1416.37,1424.55,2875880000,1422.136667,14.79666667,98.92
4/3/2007,1424.27,1440.57,1424.27,1437.77,2921760000,1434.203333,13.44333333,94.98
4/4/2007,1437.75,1440.16,1435.08,1439.37,2616320000,1438.203333,13.45,96.12
4/5/2007,1438.94,1444.88,1436.67,1443.76,2357230000,1441.77,13.19333333,93.6
4/9/2007,1443.77,1448.1,1443.28,1444.61,2349410000,1445.33,13.19666667,92.3
4/10/2007,1444.58,1448.73,1443.99,1448.39,2510110000,1447.036667,12.85666667,87.37
4/11/2007,1448.23,1448.39,1436.15,1438.87,2950190000,1441.136667,13.43,93.47
4/12/2007,1438.87,1448.02,1433.91,1447.8,2770570000,1443.243333,13.14666667,91.38
4/13/2007,1447.8,1453.11,1444.15,1452.85,2690020000,1450.036667,12.44333333,88.71
4/16/2007,1452.84,1468.62,1452.84,1468.33,2870140000,1463.263333,11.84666667,83.98
4/17/2007,1468.47,1474.35,1467.15,1471.48,2920570000,1470.993333,11.93666667,83.68
4/18/2007,1471.47,1476.57,1466.41,1472.5,2971330000,1471.826667,12.31333333,80.59
4/19/2007,1472.48,1474.23,1464.47,1470.73,2913610000,1469.81,12.74,77.91
4/20/2007,1470.69,1484.74,1470.69,1484.35,3329940000,1479.926667,12.23666667,79.18
4/23/2007,1484.33,1487.32,1480.19,1480.93,2575020000,1482.813333,12.86666667,79.33
4/24/2007,1480.93,1483.82,1473.74,1480.41,3119750000,1479.323333,13.35,77.83
4/25/2007,1480.28,1496.59,1480.28,1495.42,3252590000,1490.763333,13.00666667,80.79
4/26/2007,1495.27,1498.02,1491.17,1494.25,3211800000,1494.48,13.04333333,81.67
4/27/2007,1494.21,1497.32,1488.67,1494.07,2732810000,1493.353333,12.70666667,80.66
4/30/2007,1494.07,1497.16,1482.29,1482.37,3093420000,1487.273333,13.77,85.33
5/1/2007,1482.37,1487.27,1476.7,1486.3,3400350000,1483.423333,13.86333333,81.28
5/2/2007,1486.13,1499.1,1486.13,1495.92,3189800000,1493.716667,13.05,82.59
5/3/2007,1495.56,1503.34,1495.56,1502.39,3007970000,1500.43,13.11333333,78.81
5/4/2007,1502.35,1510.34,1501.8,1505.62,2761930000,1505.92,12.95333333,77.1
5/7/2007,1505.57,1511,1505.54,1509.48,2545090000,1508.673333,13.21,78.51
5/8/2007,1509.36,1509.36,1500.66,1507.72,2795720000,1505.913333,13.35333333,79.9
5/9/2007,1507.32,1513.8,1503.77,1512.58,2935550000,1510.05,12.97333333,85.89
5/10/2007,1512.33,1512.33,1491.42,1491.47,3031240000,1498.406667,13.44666667,83.58
5/11/2007,1491.47,1506.24,1491.47,1505.85,2720780000,1501.186667,13.01666667,79.47
5/14/2007,1505.76,1510.9,1498.34,1503.15,2776130000,1504.13,13.8,82.02
5/15/2007,1503.11,1514.83,1500.43,1501.19,3071020000,1505.483333,13.86,76.68
5/16/2007,1500.75,1514.15,1500.75,1514.14,2915350000,1509.68,13.71666667,70.26
5/17/2007,1514.01,1517.14,1509.29,1512.75,2868640000,1513.06,13.52666667,72.94
5/18/2007,1512.74,1522.75,1512.74,1522.75,2959050000,1519.413333,12.89,75.43
5/21/2007,1522.75,1529.87,1522.71,1525.1,3465360000,1525.893333,13.1,71.82
5/22/2007,1525.1,1529.24,1522.05,1524.12,2860500000,1525.136667,12.84,72.36
5/23/2007,1524.09,1532.43,1521.9,1522.28,3084260000,1525.536667,13.02333333,71.44
5/24/2007,1522.1,1529.31,1505.18,1507.51,3365530000,1514,13.78666667,74.36
5/25/2007,1507.5,1517.41,1507.5,1515.73,2316250000,1513.546667,13.48,72.42
5/29/2007,1515.55,1521.8,1512.02,1518.11,2571790000,1517.31,13.59666667,72.48
5/30/2007,1517.6,1530.23,1510.06,1530.23,2980210000,1523.506667,13.31333333,71.61
5/31/2007,1530.19,1535.56,1528.26,1530.62,3335530000,1531.48,12.95,72.2
6/1/2007,1530.62,1540.56,1530.62,1536.34,2927020000,1535.84,12.74,70.19
6/4/2007,1536.28,1540.53,1532.31,1539.18,2738930000,1537.34,13.34666667,70.74
6/5/2007,1539.12,1539.12,1525.62,1530.95,2939450000,1531.896667,13.78,69.24
6/6/2007,1530.57,1530.57,1514.13,1517.38,2964190000,1520.693333,14.66333333,72.06
6/7/2007,1517.36,1517.36,1490.37,1490.72,3538470000,1499.483333,16.34666667,75.83
6/8/2007,1490.71,1507.76,1487.41,1507.67,2993460000,1500.946667,15.45,70.69
6/11/2007,1507.64,1515.53,1503.35,1509.12,2525280000,1509.333333,14.80666667,68.73
6/12/2007,1509.12,1511.33,1492.97,1493,3056200000,1499.1,16.04666667,69.48
6/13/2007,1492.65,1515.7,1492.65,1515.67,3077930000,1508.006667,15.16666667,68.81
6/14/2007,1515.58,1526.45,1515.58,1522.97,2813630000,1521.666667,14.01666667,63.52
6/15/2007,1522.97,1538.71,1522.97,1532.91,3406030000,1531.53,13.49666667,64.03
6/18/2007,1532.9,1535.44,1529.31,1531.05,2480240000,1531.933333,13.76,66.76
6/19/2007,1531.02,1535.85,1525.67,1533.7,2873590000,1531.74,13.14666667,67.24
6/20/2007,1533.68,1537.32,1512.36,1512.84,3286900000,1520.84,14.06,76.8
6/21/2007,1512.5,1522.9,1504.75,1522.19,3161110000,1516.613333,14.64666667,74.76
6/22/2007,1522.19,1522.19,1500.74,1502.56,4284320000,1508.496667,15.54666667,78.35
6/25/2007,1502.56,1514.29,1492.68,1497.74,3287250000,1501.57,16.43333333,78.07
6/26/2007,1497.68,1506.12,1490.54,1492.89,3398530000,1496.516667,17.99666667,82.01
6/27/2007,1492.62,1506.8,1484.18,1506.34,3398150000,1499.106667,16.65,78.48
6/28/2007,1506.32,1514.84,1503.41,1505.71,3006710000,1507.986667,15.41,76.04
6/29/2007,1505.7,1517.53,1493.61,1503.35,3165410000,1504.83,15.99333333,76.94
7/2/2007,1504.66,1519.45,1504.66,1519.43,2648990000,1514.513333,15.73,75.56
7/3/2007,1519.12,1526.01,1519.12,1524.87,1560790000,1523.333333,15.02333333,74.63
7/5/2007,1524.86,1526.57,1517.72,1525.4,2622950000,1523.23,15.53333333,75.86
7/6/2007,1524.96,1532.4,1520.47,1530.44,2441520000,1527.77,14.99333333,74.85
7/9/2007,1530.43,1534.26,1527.45,1531.85,2715330000,1531.186667,15.29333333,73.05
7/10/2007,1531.85,1531.85,1510.01,1510.12,3244280000,1517.326667,17.02666667,79.99
7/11/2007,1509.93,1519.34,1506.1,1518.76,3082920000,1514.733333,17.06333333,81.55
7/12/2007,1518.74,1547.92,1518.74,1547.7,3489600000,1538.12,15.62,76.6
7/13/2007,1547.68,1555.1,1544.85,1552.5,2801120000,1550.816667,15.15,76.65
7/16/2007,1552.5,1555.9,1546.69,1549.52,2704110000,1550.703333,15.56333333,72.56
7/17/2007,1549.52,1555.32,1547.74,1549.37,3007140000,1550.81,15.57333333,72.41
7/18/2007,1549.2,1549.2,1533.67,1546.17,3609220000,1543.013333,16.33666667,73.57
7/19/2007,1546.13,1555.2,1546.13,1553.08,3251450000,1551.47,15.30333333,72.02
7/20/2007,1553.19,1553.19,1529.2,1534.1,3745780000,1538.83,16.94666667,73.76
7/23/2007,1534.06,1547.23,1534.06,1541.57,3102700000,1540.953333,16.76333333,74.56
7/24/2007,1541.57,1541.57,1508.62,1511.04,4115830000,1520.41,18.37333333,79.32
7/25/2007,1511.03,1524.31,1503.73,1518.09,4283200000,1515.376667,18.31333333,75.31
7/26/2007,1518.09,1518.09,1465.3,1482.66,4472550000,1488.683333,21.13333333,87.38
7/27/2007,1482.44,1488.53,1458.95,1458.95,4784650000,1468.81,22.64666667,97.23
7/30/2007,1458.93,1477.88,1454.32,1473.91,4128780000,1468.703333,21.79,97.45
7/31/2007,1473.9,1488.3,1454.25,1455.27,4524520000,1465.94,22.37666667,104.08
8/1/2007,1455.18,1468.38,1439.59,1465.81,5256780000,1457.926667,24.38333333,108.86
8/2/2007,1465.46,1476.43,1460.58,1472.2,4368850000,1469.736667,21.80666667,100.8
8/3/2007,1472.18,1473.23,1432.8,1433.06,4272110000,1446.363333,23.93333333,104.05
8/6/2007,1433.04,1467.67,1427.39,1467.67,5067200000,1454.243333,23.95,95.22
8/7/2007,1467.62,1488.3,1455.8,1476.71,4909390000,1473.603333,22.03,85.96
8/8/2007,1476.22,1503.89,1476.22,1497.49,5499560000,1492.533333,21.24333333,82.52
8/9/2007,1497.21,1497.21,1453.09,1453.09,5889600000,1467.796667,25.74,99.87
8/10/2007,1453.09,1462.02,1429.74,1453.64,5345780000,1448.466667,28.35,108.91
8/13/2007,1453.42,1466.29,1451.54,1452.92,3696280000,1456.916667,26.69,108.57
8/14/2007,1452.87,1456.74,1426.2,1426.54,3814630000,1436.493333,27.09333333,114.96
8/15/2007,1426.15,1440.78,1404.36,1406.7,4290930000,1417.28,29.53,121.67
8/16/2007,1406.64,1415.97,1370.6,1411.27,6509300000,1399.28,32.92333333,142.99
8/17/2007,1411.26,1450.33,1411.26,1445.94,3570040000,1435.843333,28.89333333,133.87
8/20/2007,1445.94,1451.75,1430.54,1445.55,3321340000,1442.613333,27.36,125.04
8/21/2007,1445.55,1455.32,1439.76,1447.12,3012150000,1447.4,25.58,122.6
8/22/2007,1447.03,1464.86,1447.03,1464.07,3309120000,1458.653333,23.4,117.47
8/23/2007,1464.05,1472.06,1453.88,1462.5,3084390000,1462.813333,22.76,117.42
8/24/2007,1462.34,1479.4,1460.54,1479.37,2541400000,1473.103333,21.39666667,111.95
8/27/2007,1479.36,1479.36,1465.98,1466.79,2406180000,1470.71,22.50333333,115.24
8/28/2007,1466.72,1466.72,1432.01,1432.36,3078090000,1443.696667,25.53,119.79
8/29/2007,1432.01,1463.76,1432.01,1463.76,2824070000,1453.176667,24.42333333,113.22
8/30/2007,1463.67,1468.43,1451.25,1457.64,2582960000,1459.106667,24.77666667,112.66
8/31/2007,1457.61,1481.47,1457.61,1473.99,2731610000,1471.023333,23.30666667,109.27
9/4/2007,1473.96,1496.4,1472.15,1489.42,2766600000,1485.99,23.1,104.87
9/5/2007,1488.76,1488.76,1466.34,1472.29,2991600000,1475.796667,24.61,107.91
9/6/2007,1472.03,1481.49,1467.41,1478.55,2459590000,1475.816667,24.26333333,106.6
9/7/2007,1478.55,1478.55,1449.07,1453.55,3191080000,1460.39,26.26666667,108.22
9/10/2007,1453.5,1462.25,1439.29,1451.7,2835720000,1451.08,27.58666667,107.07
9/11/2007,1451.69,1472.48,1451.69,1471.49,3015330000,1465.22,25.89,103.75
9/12/2007,1471.1,1479.5,1465.75,1471.56,2885720000,1472.27,25.24666667,106.95
9/13/2007,1471.47,1489.58,1471.47,1483.95,2877080000,1481.666667,24.63666667,104.63
9/14/2007,1483.95,1485.99,1473.18,1484.25,2641740000,1481.14,25.36,104.39
9/17/2007,1484.24,1484.24,1471.82,1476.65,2598390000,1477.57,26.45333333,102.22
9/18/2007,1476.63,1519.89,1476.63,1519.78,3708940000,1505.433333,22.28333333,92.33
9/19/2007,1519.75,1538.74,1519.75,1529.03,3846750000,1529.173333,19.92333333,97.7
9/20/2007,1528.69,1529.14,1516.42,1518.75,2957700000,1521.436667,20.27333333,97.38
9/21/2007,1518.75,1530.89,1518.75,1525.75,3679460000,1525.13,19.06,98.14
9/24/2007,1525.75,1530.18,1516.15,1517.73,3131310000,1521.353333,19.10333333,94.27
9/25/2007,1516.34,1518.27,1507.13,1517.21,3187770000,1514.203333,19.16666667,94.33
9/26/2007,1518.62,1529.39,1518.62,1525.42,3237390000,1524.476667,17.70333333,89.49
9/27/2007,1527.32,1532.46,1525.81,1531.38,2872180000,1529.883333,17.14,87.57
9/28/2007,1531.24,1533.74,1521.99,1526.75,2925350000,1527.493333,17.71,87.13
10/1/2007,1527.29,1549.02,1527.25,1547.04,3281990000,1541.103333,17.79666667,84.48
10/2/2007,1546.96,1548.01,1540.37,1546.63,3101910000,1545.003333,18.32666667,88.74
10/3/2007,1545.8,1545.84,1536.34,1539.59,3065320000,1540.59,18.7,87.65
10/4/2007,1539.91,1544.02,1537.63,1542.84,2690430000,1541.496667,18.45,89.38
10/5/2007,1543.84,1561.91,1543.84,1557.59,2919030000,1554.446667,16.97,83.91
10/8/2007,1556.51,1556.51,1549,1552.58,2040650000,1552.696667,17.53666667,84.96
10/9/2007,1553.18,1565.26,1551.82,1565.15,2932040000,1560.743333,16.49666667,79.93
10/10/2007,1564.98,1565.42,1555.46,1562.47,3044760000,1561.116667,16.80333333,87.46
10/11/2007,1564.72,1576.09,1546.72,1554.41,3911260000,1559.073333,18.23,95.78
10/12/2007,1555.41,1563.03,1554.09,1561.8,2788690000,1559.64,17.98666667,90.63
10/15/2007,1562.25,1564.74,1540.81,1548.71,3139290000,1551.42,19.07,86.18
10/16/2007,1547.81,1547.81,1536.29,1538.53,3234560000,1540.876667,20.16666667,91.47
10/17/2007,1544.44,1550.66,1526.01,1541.24,3638070000,1539.303333,18.97666667,89.48
10/18/2007,1539.29,1542.79,1531.76,1540.08,3203210000,1538.21,18.59666667,83.37
10/19/2007,1540,1540,1500.26,1500.63,4160970000,1513.63,21.64666667,91.56
10/22/2007,1497.79,1508.06,1490.4,1506.33,3471830000,1501.596667,22.32,88.17
10/23/2007,1509.3,1520.01,1503.61,1519.59,3309120000,1514.403333,20.65666667,86.42
10/24/2007,1516.61,1517.23,1489.56,1515.88,4003300000,1507.556667,21.84666667,89.14
10/25/2007,1516.15,1523.24,1500.46,1514.4,4183960000,1512.7,21.20333333,90.82
10/26/2007,1522.17,1535.53,1520.18,1535.28,3612120000,1530.33,20.00333333,95.36
10/29/2007,1536.92,1544.67,1536.43,1540.98,3124480000,1540.693333,19.88333333,95.01
10/30/2007,1539.42,1539.42,1529.55,1531.02,3212520000,1533.33,20.84333333,100.37
10/31/2007,1532.15,1552.76,1529.4,1549.38,3953070000,1543.846667,19.64,93.62
11/1/2007,1545.79,1545.79,1506.66,1508.44,4241470000,1520.296667,21.58,97.53
11/2/2007,1511.07,1513.15,1492.53,1509.65,4285990000,1505.11,23.58,97.46
11/5/2007,1505.61,1510.84,1489.95,1502.17,3819330000,1500.986667,24.46,97.29
11/6/2007,1505.33,1520.77,1499.07,1520.27,3879160000,1513.37,22.12333333,92.7
11/7/2007,1515.46,1515.46,1475.04,1475.62,4353160000,1488.706667,25.36333333,98.17
11/8/2007,1475.27,1482.5,1450.31,1474.77,5439720000,1469.193333,26.87666667,97.36
11/9/2007,1467.59,1474.09,1448.51,1453.7,4587050000,1458.766667,27.85,97.86
11/12/2007,1453.66,1464.94,1438.53,1439.18,4192520000,1447.55,28.88333333,98.09
11/13/2007,1441.35,1481.37,1441.35,1481.05,4141310000,1467.923333,25.14,92.58
11/14/2007,1483.4,1492.14,1466.47,1470.58,4031470000,1476.396667,25.34666667,94.39
11/15/2007,1468.04,1472.67,1443.49,1451.15,3941010000,1455.77,27.78333333,92.96
11/16/2007,1453.09,1462.18,1443.99,1458.74,4168870000,1454.97,26.24333333,92.8
11/19/2007,1456.7,1456.7,1430.42,1433.27,4119650000,1440.13,26.31,91.13
11/20/2007,1434.51,1452.64,1419.28,1439.7,4875150000,1437.206667,25.28333333,91.34
11/21/2007,1434.71,1436.4,1415.64,1416.77,4076230000,1422.936667,26.38666667,94.49
11/23/2007,1417.62,1440.86,1417.62,1440.7,1612720000,1433.06,25.79333333,89.62
11/26/2007,1440.74,1446.09,1406.1,1407.22,3706470000,1419.803333,27.9,91.55
11/27/2007,1409.59,1429.49,1407.43,1428.23,4320720000,1421.716667,26.91666667,90.7
11/28/2007,1432.95,1471.62,1432.95,1469.02,4508020000,1457.863333,24.26666667,91.62
11/29/2007,1467.41,1473.81,1458.36,1469.72,3524730000,1467.296667,23.97666667,91.08
11/30/2007,1471.83,1488.94,1470.89,1481.14,4422200000,1480.323333,22.75333333,88.88
12/3/2007,1479.63,1481.16,1470.08,1472.42,3323250000,1474.553333,23.83333333,87.45
12/4/2007,1471.34,1471.34,1460.66,1462.79,3343620000,1464.93,23.9,86.85
12/5/2007,1465.22,1486.09,1465.22,1485.01,3663660000,1478.773333,22.47666667,83.08
12/6/2007,1484.59,1508.02,1482.19,1507.34,3568570000,1499.183333,21.52666667,81.51
12/7/2007,1508.6,1510.63,1502.66,1504.66,3177710000,1505.983333,20.71666667,82.47
12/10/2007,1505.11,1518.27,1504.96,1515.96,2911760000,1513.063333,20.85333333,81.5
12/11/2007,1516.68,1523.57,1475.99,1477.65,4080180000,1492.403333,22.35333333,82.58
12/12/2007,1487.58,1511.96,1468.23,1486.59,4482120000,1488.926667,22.39333333,89.41
12/13/2007,1483.27,1489.4,1469.21,1488.41,3635170000,1482.34,23.00333333,88.19
12/14/2007,1486.19,1486.67,1467.78,1467.95,3401050000,1474.133333,23.02,85.82
12/17/2007,1465.05,1465.05,1445.43,1445.9,3569030000,1452.126667,24.26666667,85.38
12/18/2007,1445.92,1460.16,1435.65,1454.98,3723690000,1450.263333,23.21666667,80.83
12/19/2007,1454.7,1464.42,1445.31,1453,3401300000,1454.243333,21.88666667,83.47
12/20/2007,1456.42,1461.53,1447.22,1460.12,3526890000,1456.29,20.94333333,79.44
12/21/2007,1463.19,1485.4,1463.19,1484.46,4508590000,1477.683333,18.85666667,82.87
12/24/2007,1484.55,1497.63,1484.55,1496.45,1267420000,1492.876667,18.83333333,79.85
12/26/2007,1495.12,1498.85,1488.2,1497.66,2010500000,1494.903333,18.91,80.79
12/27/2007,1495.05,1495.05,1475.86,1476.27,2365770000,1482.393333,19.97333333,84.36
12/28/2007,1479.83,1488.01,1471.7,1478.49,2420510000,1479.4,20.41,84.03
12/31/2007,1475.25,1475.83,1465.13,1468.36,2440880000,1469.773333,22.34666667,82.19
1/2/2008,1467.97,1471.77,1442.07,1447.16,3452650000,1453.666667,23.20666667,80.58
1/3/2008,1447.55,1456.8,1443.73,1447.16,3429500000,1449.23,22.62333333,79.33
1/4/2008,1444.01,1444.01,1411.19,1411.63,4166000000,1422.276667,23.83,81.46
1/7/2008,1414.07,1423.87,1403.45,1416.18,4221260000,1414.5,23.99,79.51
1/8/2008,1415.71,1430.28,1388.3,1390.19,4705390000,1402.923333,24.55333333,79.59
1/9/2008,1390.25,1409.19,1378.7,1409.13,5351030000,1399.006667,24.65666667,89.37
1/10/2008,1406.78,1429.09,1395.31,1420.33,5170490000,1414.91,23.56,84.98
1/11/2008,1419.91,1419.91,1394.83,1401.02,4495840000,1405.253333,23.77,84.66
1/14/2008,1402.91,1417.89,1402.91,1416.25,3682090000,1412.35,23.16,86.96
1/15/2008,1411.88,1411.88,1380.6,1380.95,4601640000,1391.143333,23.63333333,81.13
1/16/2008,1377.41,1391.99,1364.27,1373.2,5440620000,1376.486667,23.87,80.51
1/17/2008,1374.79,1377.72,1330.67,1333.25,5303130000,1347.213333,26.94666667,84.99
1/18/2008,1333.9,1350.28,1312.51,1325.19,6004840000,1329.326667,27.58333333,77.24
1/22/2008,1312.94,1322.09,1274.29,1310.5,6544690000,1302.293333,32.76333333,86.58
1/23/2008,1310.41,1339.09,1270.05,1338.6,3241680000,1315.913333,30.63666667,82.68
1/24/2008,1340.13,1355.15,1334.31,1352.07,5735300000,1347.176667,27.76333333,81.31
1/25/2008,1357.32,1368.56,1327.5,1330.61,4882250000,1342.223333,28.25666667,79
1/28/2008,1330.7,1353.97,1322.26,1353.96,4100930000,1343.396667,28.53666667,76.43
1/29/2008,1355.94,1364.93,1350.19,1362.3,4232960000,1359.14,27.27666667,77.46
1/30/2008,1362.22,1385.86,1352.95,1355.81,4742760000,1364.873333,26.9,76.41
1/31/2008,1351.98,1385.62,1334.08,1378.55,4970290000,1366.083333,26.82,75.21
2/1/2008,1378.6,1396.02,1375.93,1395.42,4650770000,1389.123333,24.59666667,73.94
2/4/2008,1395.38,1395.38,1379.69,1380.82,3495780000,1385.296667,25.62333333,73.9
2/5/2008,1380.28,1380.28,1336.64,1336.64,4315740000,1351.186667,27.97666667,75.06
2/6/2008,1339.48,1351.96,1324.34,1326.45,4008120000,1334.25,28.44,74.63
2/7/2008,1324.01,1347.16,1316.75,1336.91,4589160000,1333.606667,28.04666667,72
2/8/2008,1336.88,1341.22,1321.06,1331.29,3768490000,1331.19,28.04,72.6
2/11/2008,1331.92,1341.4,1320.32,1339.13,3593140000,1333.616667,28.16333333,71.41
2/12/2008,1340.55,1362.1,1339.36,1348.86,4044640000,1350.106667,26.25,72.52
2/13/2008,1353.12,1369.23,1350.78,1367.21,3856420000,1362.406667,25.17,71.44
2/14/2008,1367.33,1368.16,1347.31,1348.86,3644760000,1354.776667,25.05333333,69.23
2/15/2008,1347.52,1350,1338.13,1349.99,3583300000,1346.04,25.04666667,74.72
2/19/2008,1355.86,1367.28,1345.05,1348.78,3613550000,1353.703333,25.63666667,69.6
2/20/2008,1348.39,1363.71,1336.55,1360.03,3870520000,1353.43,25.18666667,71.29
2/21/2008,1362.21,1367.94,1339.34,1342.53,3696660000,1349.936667,24.77,69.65
2/22/2008,1344.22,1354.3,1327.04,1353.11,3572660000,1344.816667,24.53666667,65.47
2/25/2008,1352.75,1374.36,1346.03,1371.8,3866350000,1364.063333,23.59666667,68.92
2/26/2008,1371.76,1387.34,1363.29,1381.29,4096060000,1377.306667,22.33,68.59
2/27/2008,1378.95,1388.34,1372,1380.02,3904700000,1380.12,22.51,67.56
2/28/2008,1378.16,1378.16,1363.16,1367.68,3938580000,1369.666667,23.33666667,66.61
2/29/2008,1364.07,1364.07,1325.42,1330.63,4426730000,1340.04,25.66333333,69.81
3/3/2008,1330.45,1335.13,1320.04,1331.34,4117570000,1328.836667,26.89333333,71.02
3/4/2008,1329.58,1331.03,1307.39,1326.75,4757180000,1321.723333,26.15,69.95
3/5/2008,1327.69,1344.19,1320.22,1333.7,4277710000,1332.703333,24.55666667,68.51
3/6/2008,1332.2,1332.2,1303.42,1304.34,4323460000,1313.32,26.83,74.53
